0,1.0,8,8.0,-2.0,-2.0
1,1.0,22,15.0,12.0,5.0
2,1.0,16,15.333333333333334,6.0,5.333333333333333
3,1.0,16,15.5,6.0,5.5
4,1.0,20,16.4,10.0,6.4
5,1.0,29,18.5,19.0,8.5
6,1.0,16,18.142857142857142,6.0,8.142857142857142
7,1.0,20,18.375,10.0,8.375
8,1.0,25,19.11111111111111,15.0,9.11111111111111
9,1.0,19,19.1,9.0,9.1
10,1.0,12,18.454545454545453,2.0,8.454545454545455
11,1.0,26,19.083333333333332,16.0,9.083333333333334
12,1.0,19,19.076923076923077,9.0,9.076923076923077
13,1.0,37,20.357142857142858,27.0,10.357142857142858
14,1.0,33,21.2,23.0,11.2
15,1.0,19,21.0625,9.0,11.0625
16,1.0,26,21.352941176470587,16.0,11.352941176470589
17,1.0,26,21.61111111111111,16.0,11.61111111111111
18,1.0,15,21.263157894736842,5.0,11.263157894736842
19,1.0,32,21.8,22.0,11.8
20,1.0,16,21.523809523809526,6.0,11.523809523809524
21,1.0,26,21.727272727272727,16.0,11.727272727272727
22,1.0,19,21.608695652173914,9.0,11.608695652173912
23,1.0,12,21.208333333333332,2.0,11.208333333333334
24,1.0,56,22.6,46.0,12.6
25,1.0,15,22.307692307692307,5.0,12.307692307692308
26,1.0,27,22.48148148148148,17.0,12.481481481481481
27,1.0,22,22.464285714285715,12.0,12.464285714285714
28,1.0,8,21.96551724137931,-2.0,11.96551724137931
29,1.0,36,22.433333333333334,26.0,12.433333333333334
30,1.0,18,22.29032258064516,8.0,12.290322580645162
31,1.0,10,21.90625,0.0,11.90625
32,1.0,18,21.78787878787879,8.0,11.787878787878787
33,1.0,16,21.61764705882353,6.0,11.617647058823529
34,1.0,41,22.17142857142857,31.0,12.17142857142857
35,1.0,35,22.52777777777778,25.0,12.527777777777779
36,1.0,27,22.64864864864865,17.0,12.64864864864865
37,1.0,11,22.342105263157894,1.0,12.342105263157896
38,1.0,15,22.153846153846153,5.0,12.153846153846153
39,1.0,9,21.825,-1.0,11.825
40,1.0,53,22.585365853658537,43.0,12.585365853658537
41,1.0,14,22.38095238095238,4.0,12.380952380952381
42,1.0,40,22.790697674418606,30.0,12.790697674418604
43,1.0,19,22.704545454545453,9.0,12.704545454545455
44,1.0,20,22.644444444444446,10.0,12.644444444444444
45,1.0,10,22.369565217391305,0.0,12.369565217391305
46,1.0,10,22.106382978723403,0.0,12.106382978723405
47,1.0,25,22.166666666666668,15.0,12.166666666666666
48,1.0,12,21.959183673469386,2.0,11.959183673469388
49,1.0,12,21.76,2.0,11.76
